	time 		gpv001pnt10113ppntm	evf507ety101mpzoyout	chtcon(1)	chavg(1)	chlhsumpa	rcptavgn			time 		rcpppzr	rcp054rcp007mnzoyout	rcv501std0102fvol	fwfrcp001gv	rcppmssga	msfsg(1)	
00:01:03:250		3.42919e+06		269.886		128.921		0		2.958		272.644			00:01:03:250		1.12723e+07		-5.56266		0		0		3.43633e+06		485.039		
00:01:03:149		3.42923e+06		269.886		129.014		0		2.94576		272.673			00:01:03:149		1.12766e+07		-5.55864		0		0		3.43747e+06		484.734		
00:01:03:149		3.42923e+06		269.886		129.014		0		2.94576		272.673			00:01:03:149		1.12766e+07		-5.55864		0		0		3.43747e+06		484.734		
00:01:03:049		3.42926e+06		269.886		129.014		0		2.94576		272.702			00:01:03:049		1.12809e+07		-5.55459		0		0		3.43914e+06		483.929		
00:01:02:950		3.42929e+06		269.613		129.11		0		2.9335		272.728			00:01:02:950		1.12852e+07		-5.55049		0		0		3.44185e+06		484.26		
00:01:02:850		3.42932e+06		269.613		129.11		0		2.9335		272.752			00:01:02:850		1.12896e+07		-5.54634		0		0		3.44715e+06		484.077		
00:01:02:750		3.42935e+06		269.339		129.11		0		2.9335		272.777			00:01:02:750		1.1294e+07		-5.54216		0		0		3.45223e+06		486.02		
00:01:02:649		3.42939e+06		269.339		129.21		0		2.92122		272.802			00:01:02:649		1.12984e+07		-5.53793		0		0		3.45696e+06		486.41		
00:01:02:549		3.42942e+06		269.339		129.21		0		2.92122		272.826			00:01:02:549		1.13029e+07		-5.53365		0		0		3.46164e+06		486.866		
00:01:02:450		3.42945e+06		269.065		129.314		0		2.90891		272.85			00:01:02:450		1.13074e+07		-5.52934		0		0		3.46644e+06		487.292		
00:01:02:250		3.42951e+06		268.788		129.314		0		2.90891		272.896			00:01:02:250		1.13166e+07		-5.52058		0		0		3.47727e+06		488.859		
00:01:02:149		3.42955e+06		268.788		129.421		0		2.89658		272.92			00:01:02:149		1.13213e+07		-5.51614		0		0		3.48337e+06		490.318		
00:01:02:149		3.42955e+06		268.788		129.421		0		2.89658		272.92			00:01:02:149		1.13213e+07		-5.51614		0		0		3.48337e+06		490.318		
