	time 		rcpppzr	rcp054rcp007mnzoyout	rcv501std0102fvol	fwfrcp001gv	rcppmssga	msfsg(1)			time 		gpv001pnt10113ppntm	evf507ety101mpzoyout	chtcon(1)	chavg(1)	chlhsumpa	rcptavgn	
00:01:18:099		1.54834e+07		0.175422		2.85232		529.534		6.96836e+06		526.686			00:01:18:099		6.83475e+06		100.04		36.2772		2.12394e-06		1.13897e-05		309.868		
00:01:18:000		1.54833e+07		0.175416		2.85228		529.534		6.96836e+06		526.685			00:01:18:000		6.83475e+06		100.04		36.2772		2.12394e-06		1.13897e-05		309.868		
00:01:17:900		1.54833e+07		0.175411		2.85223		529.534		6.96835e+06		526.683			00:01:17:900		6.83475e+06		100.04		36.2775		2.12394e-06		1.13529e-05		309.868		
00:01:17:799		1.54833e+07		0.175406		2.85218		529.534		6.96835e+06		526.681			00:01:17:799		6.83475e+06		100.04		36.2775		2.12394e-06		1.13529e-05		309.868		
00:01:17:700		1.54833e+07		0.175401		2.85213		529.534		6.96835e+06		526.677			00:01:17:700		6.83474e+06		100.04		36.2779		2.12394e-06		1.13162e-05		309.868		
00:01:17:599		1.54833e+07		0.175395		2.85209		529.534		6.96834e+06		526.679			00:01:17:599		6.83474e+06		100.04		36.2779		2.12394e-06		1.13162e-05		309.868		
00:01:17:500		1.54833e+07		0.17539		2.85208		529.533		6.96834e+06		526.677			00:01:17:500		6.83474e+06		100.04		36.2779		2.12394e-06		1.13162e-05		309.868		
00:01:17:400		1.54833e+07		0.175384		2.85204		529.533		6.96834e+06		526.675			00:01:17:400		6.83474e+06		100.04		36.2782		2.12394e-06		1.12794e-05		309.868		
00:01:17:400		1.54833e+07		0.175384		2.85204		529.533		6.96834e+06		526.675			00:01:17:400		6.83474e+06		100.04		36.2782		2.12394e-06		1.12794e-05		309.868		
00:01:17:299		1.54833e+07		0.175379		2.85199		529.533		6.96833e+06		526.673			00:01:17:299		6.83473e+06		100.04		36.2782		2.12394e-06		1.12794e-05		309.868		
00:01:17:200		1.54833e+07		0.175373		2.85194		529.533		6.96833e+06		526.675			00:01:17:200		6.83473e+06		100.04		36.2785		2.12394e-06		1.12427e-05		309.868		
00:01:16:950		1.54833e+07		0.175359		2.85175		529.533		6.96832e+06		526.673			00:01:16:950		6.83472e+06		100.04		36.2788		2.12394e-06		1.1206e-05		309.868		
00:01:16:900		1.54833e+07		0.175356		2.8518		529.533		6.96832e+06		526.671			00:01:16:900		6.83472e+06		100.04		36.2788		2.12394e-06		1.1206e-05		309.868		
00:01:16:750		1.54833e+07		0.175348		2.85175		529.533		6.96832e+06		526.669			00:01:16:750		6.83472e+06		100.04		36.2788		2.12394e-06		1.1206e-05		309.868		
00:01:16:750		1.54833e+07		0.175348		2.85175		529.533		6.96832e+06		526.669			00:01:16:750		6.83472e+06		100.04		36.2788		2.12394e-06		1.1206e-05		309.868		
00:01:16:650		1.54833e+07		0.175342		2.85174		529.533		6.96831e+06		526.666			00:01:16:650		6.83471e+06		100.04		36.2792		2.12394e-06		1.11692e-05		309.868		
00:01:16:599		1.54833e+07		0.17534		2.8517		529.534		6.96831e+06		526.666			00:01:16:599		6.83471e+06		100.04		36.2792		2.12394e-06		1.11692e-05		309.868		
00:01:16:500		1.54833e+07		0.175333		2.85161		529.534		6.96831e+06		526.657			00:01:16:500		6.83471e+06		100.04		36.2792		2.12394e-06		1.11692e-05		309.868		
