time 		gpv001pnt10113ppntm		evf507ety101mpzoyout		chtcon(1)		chavg(1)		chlhsumpa		rcptavgn	time 		rcpppzr		rcp054rcp007mnzoyout		rcv501std0102fvol		fwfrcp001gv		rcppmssga		msfsg(1)	
00:00:51:000		6.833170E+06		100.037		35.6057		0.00307433		0.000474946		309.856	00:00:51:000		1.547760E+07		0.168111		2.84904		529.623		6.966820E+06		526.755	
00:00:50:899		6.833160E+06		100.037		35.609		0.00281382		0.000472595		309.856	00:00:50:899		1.547760E+07		0.168118		2.84895		529.623		6.966810E+06		526.758	
00:00:50:850		6.833160E+06		100.037		35.609		0.00281382		0.000472595		309.856	00:00:50:850		1.547760E+07		0.16812		2.84895		529.623		6.966810E+06		526.758	
00:00:50:600		6.833140E+06		100.037		35.6122		0.00281382		0.000470243		309.856	00:00:50:600		1.547760E+07		0.168137		2.84886		529.623		6.966790E+06		526.762	
00:00:50:500		6.833130E+06		100.037		35.6122		0.00281382		0.000470243		309.856	00:00:50:500		1.547760E+07		0.168143		2.84882		529.623		6.966790E+06		526.764	
00:00:50:500		6.833130E+06		100.037		35.6122		0.00281382		0.000470243		309.856	00:00:50:500		1.547760E+07		0.168143		2.84882		529.623		6.966790E+06		526.764	
00:00:50:399		6.833130E+06		100.037		35.6155		0.00281382		0.000467892		309.856	00:00:50:399		1.547760E+07		0.168149		2.84873		529.625		6.966780E+06		526.765	
00:00:50:200		6.833120E+06		100.037		35.6188		0.00281384		0.000465541		309.856	00:00:50:200		1.547750E+07		0.168162		2.84863		529.625		6.966770E+06		526.769	
00:00:50:200		6.833120E+06		100.037		35.6188		0.00281384		0.000465541		309.856	00:00:50:200		1.547750E+07		0.168162		2.84863		529.625		6.966770E+06		526.769	
00:00:50:000		6.833100E+06		100.037		35.6188		0.00281384		0.000465541		309.856	00:00:50:000		1.547750E+07		0.168176		2.84854		529.625		6.966760E+06		526.771	
00:00:50:000		6.833100E+06		100.037		35.6188		0.00281384		0.000465541		309.856	00:00:50:000		1.547750E+07		0.168176		2.84854		529.625		6.966760E+06		526.771	
00:00:49:899		6.833100E+06		100.037		35.6221		0.00281385		0.00046319		309.856	00:00:49:899		1.547750E+07		0.168181		2.8485		529.625		6.966750E+06		526.767	
00:00:49:799		6.833090E+06		100.037		35.6221		0.00281385		0.00046319		309.856	00:00:49:799		1.547750E+07		0.16819		2.84854		529.625		6.966750E+06		526.776	
00:00:49:700		6.833080E+06		100.037		35.6254		0.00281387		0.000460839		309.856	00:00:49:700		1.547750E+07		0.168196		2.84845		529.625		6.966740E+06		526.777	
00:00:49:500		6.833070E+06		100.037		35.6254		0.00281387		0.000460839		309.856	00:00:49:500		1.547750E+07		0.16821		2.84836		529.626		6.966730E+06		526.78	
00:00:49:500		6.833070E+06		100.037		35.6254		0.00281387		0.000460839		309.856	00:00:49:500		1.547750E+07		0.16821		2.84836		529.626		6.966730E+06		526.78	
00:00:49:299		6.833060E+06		100.037		35.6287		0.00258525		0.000458488		309.856	00:00:49:299		1.547750E+07		0.168223		2.84827		529.626		6.966720E+06		526.775	
00:00:49:200		6.833050E+06		100.038		35.6321		0.00235663		0.000456137		309.856	00:00:49:200		1.547750E+07		0.16823		2.84822		529.626		6.966720E+06		526.785	
00:00:49:200		6.833050E+06		100.038		35.6321		0.00235663		0.000456137		309.856	00:00:49:200		1.547750E+07		0.16823		2.84822		529.626		6.966720E+06		526.785	
00:00:49:100		6.833040E+06		100.038		35.6321		0.00235663		0.000456137		309.856	00:00:49:100		1.547750E+07		0.168237		2.84817		529.626		6.966710E+06		526.786	
00:00:49:000		6.833040E+06		100.038		35.6321		0.00235663		0.000456137		309.856	00:00:49:000		1.547750E+07		0.168244		2.84813		529.626		6.966700E+06		526.788	
00:00:48:899		6.833030E+06		100.038		35.6354		0.00235664		0.000453785		309.856	00:00:48:899		1.547750E+07		0.168251		2.84808		529.626		6.966700E+06		526.789	
00:00:48:799		6.833030E+06		100.038		35.6354		0.00235664		0.000453785		309.856	00:00:48:799		1.547750E+07		0.168258		2.84804		529.628		6.966690E+06		526.79	
00:00:48:700		6.833020E+06		100.038		35.6387		0.0021409		0.000451434		309.856	00:00:48:700		1.547750E+07		0.168265		2.84799		529.628		6.966690E+06		526.79	
00:00:48:600		6.833020E+06		100.038		35.6387		0.0021409		0.000451434		309.856	00:00:48:600		1.547750E+07		0.168272		2.8479		529.628		6.966680E+06		526.792	
00:00:48:500		6.833010E+06		100.038		35.6387		0.0021409		0.000451434		309.856	00:00:48:500		1.547750E+07		0.168279		2.8479		529.63		6.966680E+06		526.792	
00:00:48:299		6.833000E+06		100.038		35.6421		0.00192515		0.000449083		309.855	00:00:48:299		1.547750E+07		0.168293		2.84781		529.63		6.966670E+06		526.796	
00:00:48:200		6.832990E+06		100.038		35.6455		0.00192516		0.000446732		309.855	00:00:48:200		1.547750E+07		0.168301		2.84772		529.628		6.966660E+06		526.796	
00:00:48:200		6.832990E+06		100.038		35.6455		0.00192516		0.000446732		309.855	00:00:48:200		1.547750E+07		0.168301		2.84772		529.628		6.966660E+06		526.796	
00:00:48:100		6.832990E+06		100.038		35.6455		0.00192516		0.000446732		309.855	00:00:48:100		1.547750E+07		0.168308		2.84772		529.63		6.966660E+06		526.78	
00:00:48:000		6.832970E+06		100.038		35.6455		0.00192516		0.000446732		309.855	00:00:48:000		1.547750E+07		0.168315		2.84772		529.63		6.966650E+06		526.802	
00:00:47:899		6.832970E+06		100.038		35.6488		0.00172184		0.000444381		309.855	00:00:47:899		1.547750E+07		0.168324		2.84767		529.63		6.966650E+06		526.803	
00:00:47:799		6.832970E+06		100.038		35.6488		0.00172184		0.000444381		309.855	00:00:47:799		1.547750E+07		0.168331		2.84759		529.63		6.966640E+06		526.805	
00:00:47:700		6.832960E+06		100.038		35.6522		0.00151852		0.00044203		309.855	00:00:47:700		1.547750E+07		0.168338		2.84758		529.63		6.966640E+06		526.806	
00:00:47:549		6.832950E+06		100.038		35.6522		0.00151852		0.00044203		309.855	00:00:47:549		1.547750E+07		0.168349		2.84754		529.63		6.966630E+06		526.789	
00:00:47:450		6.832940E+06		100.039		35.6556		0.00151853		0.000439678		309.855	00:00:47:450		1.547750E+07		0.168356		2.84745		529.63		6.966620E+06		526.811	
00:00:47:399		6.832940E+06		100.039		35.6556		0.00151853		0.000439678		309.855	00:00:47:399		1.547750E+07		0.168361		2.84745		529.63		6.966620E+06		526.812	
00:00:47:250		6.832930E+06		100.039		35.6556		0.00151853		0.000439678		309.855	00:00:47:250		1.547750E+07		0.168372		2.8474		529.63		6.966610E+06		526.824	
00:00:47:149		6.832930E+06		100.039		35.659		0.00132714		0.000437327		309.855	00:00:47:149		1.547750E+07		0.16838		2.84731		529.63		6.966610E+06		526.816	
00:00:47:049		6.832920E+06		100.039		35.659		0.00132714		0.000437327		309.855	00:00:47:049		1.547750E+07		0.168387		2.84727		529.63		6.966600E+06		526.818	
00:00:46:950		6.832920E+06		100.039		35.6624		0.00113578		0.000434976		309.855	00:00:46:950		1.547750E+07		0.168395		2.84731		529.63		6.966600E+06		526.83	
00:00:46:850		6.832910E+06		100.039		35.6624		0.00113578		0.000434976		309.855	00:00:46:850		1.547750E+07		0.168403		2.84722		529.63		6.966590E+06		526.84	
00:00:46:750		6.832900E+06		100.039		35.6624		0.00113578		0.000434976		309.855	00:00:46:750		1.547750E+07		0.16841		2.84718		529.63		6.966590E+06		526.821	
00:00:46:649		6.832900E+06		100.039		35.6658		0.00113578		0.000432625		309.855	00:00:46:649		1.547750E+07		0.168418		2.84713		529.632		6.966580E+06		526.822	
00:00:46:600		6.832900E+06		100.039		35.6658		0.00113578		0.000432625		309.855	00:00:46:600		1.547750E+07		0.168422		2.84713		529.632		6.966580E+06		526.823	
00:00:46:500		6.832890E+06		100.039		35.6658		0.00113578		0.000432625		309.855	00:00:46:500		1.547750E+07		0.168429		2.84709		529.632		6.966580E+06		526.825	
00:00:46:399		6.832880E+06		100.039		35.6692		0.00113578		0.000430274		309.855	00:00:46:399		1.547750E+07		0.168438		2.84704		529.632		6.966570E+06		526.826	
00:00:46:250		6.832880E+06		100.039		35.6692		0.00113578		0.000430274		309.855	00:00:46:250		1.547750E+07		0.168449		2.84695		529.632		6.966560E+06		526.827	
00:00:46:149		6.832870E+06		100.039		35.6726		0.00113578		0.000427923		309.855	00:00:46:149		1.547750E+07		0.168458		2.84695		529.634		6.966560E+06		526.829	
00:00:46:049		6.832860E+06		100.039		35.6726		0.00113578		0.000427923		309.855	00:00:46:049		1.547750E+07		0.168465		2.84686		529.634		6.966550E+06		526.831	
00:00:45:950		6.832860E+06		100.039		35.6761		0.00113578		0.000425572		309.855	00:00:45:950		1.547750E+07		0.168474		2.84686		529.632		6.966550E+06		526.832	
00:00:45:850		6.832850E+06		100.039		35.6761		0.00113578		0.000425572		309.855	00:00:45:850		1.547750E+07		0.168481		2.84682		529.634		6.966540E+06		526.841	
00:00:45:750		6.832850E+06		100.04		35.6761		0.00113578		0.000425572		309.855	00:00:45:750		1.547750E+07		0.168489		2.84673		529.634		6.966540E+06		526.834	
00:00:45:649		6.832840E+06		100.04		35.6795		0.00113578		0.00042322		309.855	00:00:45:649		1.547750E+07		0.168498		2.84673		529.634		6.966530E+06		526.836	
00:00:45:549		6.832840E+06		100.04		35.6795		0.00113578		0.00042322		309.855	00:00:45:549		1.547750E+07		0.168505		2.84668		529.634		6.966530E+06		526.836	
00:00:45:450		6.832830E+06		100.04		35.683		0.00113578		0.000420869		309.855	00:00:45:450		1.547750E+07		0.168513		2.84668		529.634		6.966530E+06		526.837	
00:00:45:350		6.832830E+06		100.04		35.683		0.00113578		0.000420869		309.855	00:00:45:350		1.547750E+07		0.168521		2.84659		529.634		6.966520E+06		526.831	
00:00:45:250		6.832820E+06		100.04		35.683		0.00113578		0.000420869		309.855	00:00:45:250		1.547750E+07		0.16853		2.84655		529.634		6.966520E+06		526.846	
00:00:45:149		6.832820E+06		100.04		35.6865		0.00113578		0.000418518		309.855	00:00:45:149		1.547750E+07		0.168538		2.84646		529.634		6.966510E+06		526.843	
00:00:45:049		6.832810E+06		100.04		35.6865		0.00113578		0.000418518		309.855	00:00:45:049		1.547750E+07		0.168546		2.84646		529.636		6.966510E+06		526.843	
00:00:45:049		6.832810E+06		100.04		35.6865		0.00113578		0.000418518		309.855	00:00:45:049		1.547750E+07		0.168546		2.84646		529.636		6.966510E+06		526.843	
00:00:44:950		6.832810E+06		100.04		35.6899		0.00113578		0.000416167		309.855	00:00:44:950		1.547750E+07		0.168555		2.84646		529.636		6.966500E+06		526.845	
00:00:44:799		6.832800E+06		100.04		35.6899		0.00113578		0.000416167		309.855	00:00:44:799		1.547750E+07		0.168567		2.84646		529.636		6.966500E+06		526.845	
00:00:44:700		6.832790E+06		100.04		35.6934		0.00113578		0.000413816		309.855	00:00:44:700		1.547750E+07		0.168576		2.84637		529.636		6.966490E+06		526.844	
00:00:44:549		6.832790E+06		100.04		35.6934		0.00113578		0.000413816		309.855	00:00:44:549		1.547750E+07		0.168589		2.84628		529.634		6.966480E+06		526.849	
00:00:44:299		6.832770E+06		100.04		35.6969		0.00113578		0.000411465		309.855	00:00:44:299		1.547750E+07		0.16861		2.84619		529.636		6.966470E+06		526.853	
00:00:44:299		6.832770E+06		100.04		35.6969		0.00113578		0.000411465		309.855	00:00:44:299		1.547750E+07		0.16861		2.84619		529.636		6.966470E+06		526.853	
00:00:44:200		6.832770E+06		100.041		35.7004		0.00113578		0.000409113		309.855	00:00:44:200		1.547750E+07		0.168618		2.84614		529.636		6.966470E+06		526.855	
00:00:44:200		6.832770E+06		100.041		35.7004		0.00113578		0.000409113		309.855	00:00:44:200		1.547750E+07		0.168618		2.84614		529.636		6.966470E+06		526.855	
00:00:44:000		6.832760E+06		100.041		35.7004		0.00113578		0.000409113		309.854	00:00:44:000		1.547750E+07		0.168635		2.8461		529.636		6.966460E+06		526.857	
00:00:44:000		6.832760E+06		100.041		35.7004		0.00113578		0.000409113		309.854	00:00:44:000		1.547750E+07		0.168635		2.8461		529.636		6.966460E+06		526.857	
00:00:43:899		6.832750E+06		100.041		35.7039		0.00113578		0.000406762		309.854	00:00:43:899		1.547750E+07		0.168644		2.84605		529.636		6.966450E+06		526.858	
00:00:43:799		6.832750E+06		100.041		35.7039		0.00113578		0.000406762		309.854	00:00:43:799		1.547750E+07		0.168653		2.84596		529.636		6.966450E+06		526.859	
00:00:43:700		6.832740E+06		100.041		35.7074		0.00113578		0.000404411		309.854	00:00:43:700		1.547750E+07		0.168661		2.84592		529.636		6.966450E+06		526.86	
00:00:43:600		6.832740E+06		100.041		35.7074		0.00113578		0.000404411		309.854	00:00:43:600		1.547750E+07		0.16867		2.84592		529.636		6.966440E+06		526.86	
00:00:43:500		6.832730E+06		100.041		35.7074		0.00113578		0.000404411		309.854	00:00:43:500		1.547750E+07		0.168678		2.84592		529.638		6.966440E+06		526.855	
00:00:43:299		6.832720E+06		100.041		35.711		0.00113577		0.00040206		309.854	00:00:43:299		1.547750E+07		0.168696		2.84583		529.638		6.966430E+06		526.862	
00:00:43:200		6.832720E+06		100.041		35.7145		0.00113577		0.000399709		309.854	00:00:43:200		1.547750E+07		0.168705		2.84579		529.638		6.966420E+06		526.866	
00:00:43:200		6.832720E+06		100.041		35.7145		0.00113577		0.000399709		309.854	00:00:43:200		1.547750E+07		0.168705		2.84579		529.638		6.966420E+06		526.866	
00:00:43:100		6.832710E+06		100.041		35.7145		0.00113577		0.000399709		309.854	00:00:43:100		1.547750E+07		0.168714		2.84574		529.638		6.966420E+06		526.866	
00:00:43:000		6.832710E+06		100.041		35.7145		0.00113577		0.000399709		309.854	00:00:43:000		1.547750E+07		0.168723		2.8457		529.638		6.966410E+06		526.86	
00:00:42:899		6.832700E+06		100.041		35.718		0.00113577		0.000397358		309.854	00:00:42:899		1.547750E+07		0.168732		2.8457		529.638		6.966410E+06		526.869	
00:00:42:799		6.832700E+06		100.041		35.718		0.00113577		0.000397358		309.854	00:00:42:799		1.547750E+07		0.16874		2.84565		529.638		6.966410E+06		526.869	
00:00:42:700		6.832690E+06		100.041		35.7216		0.00113577		0.000395007		309.854	00:00:42:700		1.547750E+07		0.16875		2.84565		529.638		6.966400E+06		526.868	
00:00:42:600		6.832680E+06		100.041		35.7216		0.00113577		0.000395007		309.854	00:00:42:600		1.547750E+07		0.168759		2.84556		529.638		6.966400E+06		526.863	
00:00:42:500		6.832680E+06		100.042		35.7216		0.00113577		0.000395007		309.854	00:00:42:500		1.547750E+07		0.168768		2.84556		529.638		6.966390E+06		526.874	
00:00:42:399		6.832680E+06		100.042		35.7252		0.00113578		0.000392655		309.854	00:00:42:399		1.547750E+07		0.168777		2.84552		529.638		6.966390E+06		526.875	
00:00:42:250		6.832670E+06		100.042		35.7252		0.00113578		0.000392655		309.854	00:00:42:250		1.547750E+07		0.168791		2.84547		529.638		6.966380E+06		526.877	
00:00:42:149		6.832660E+06		100.042		35.7287		0.00113579		0.000390304		309.854	00:00:42:149		1.547750E+07		0.168799		2.84543		529.638		6.966380E+06		526.879	
00:00:42:049		6.832660E+06		100.042		35.7287		0.00113579		0.000390304		309.854	00:00:42:049		1.547750E+07		0.168809		2.84543		529.638		6.966370E+06		526.88	
00:00:41:950		6.832650E+06		100.042		35.7323		0.0011358		0.000387953		309.854	00:00:41:950		1.547750E+07		0.168818		2.84539		529.638		6.966370E+06		526.879	
00:00:41:850		6.832650E+06		100.042		35.7323		0.0011358		0.000387953		309.854	00:00:41:850		1.547750E+07		0.168827		2.84534		529.639		6.966370E+06		526.88	
00:00:41:750		6.832650E+06		100.042		35.7323		0.0011358		0.000387953		309.854	00:00:41:750		1.547750E+07		0.168836		2.8453		529.639		6.966360E+06		526.875	
00:00:41:649		6.832640E+06		100.042		35.7359		0.0011358		0.000385602		309.854	00:00:41:649		1.547750E+07		0.168845		2.84526		529.639		6.966360E+06		526.884	
00:00:41:549		6.832640E+06		100.042		35.7359		0.0011358		0.000385602		309.854	00:00:41:549		1.547750E+07		0.168855		2.84517		529.639		6.966350E+06		526.884	
00:00:41:450		6.832630E+06		100.042		35.7395		0.0011358		0.000383251		309.854	00:00:41:450		1.547750E+07		0.168864		2.84512		529.639		6.966350E+06		526.884	
00:00:41:350		6.832630E+06		100.042		35.7395		0.0011358		0.000383251		309.854	00:00:41:350		1.547750E+07		0.168873		2.84508		529.639		6.966350E+06		526.885	
00:00:41:250		6.832620E+06		100.042		35.7395		0.0011358		0.000383251		309.854	00:00:41:250		1.547750E+07		0.168883		2.84508		529.639		6.966340E+06		526.884	
00:00:41:149		6.832620E+06		100.042		35.7431		0.0011358		0.000380899		309.854	00:00:41:149		1.547750E+07		0.168893		2.84503		529.639		6.966340E+06		526.892	
00:00:41:049		6.832620E+06		100.042		35.7431		0.0011358		0.000380899		309.854	00:00:41:049		1.547750E+07		0.168902		2.84503		529.639		6.966330E+06		526.884	
00:00:40:950		6.832610E+06		100.043		35.7467		0.0011358		0.000378548		309.854	00:00:40:950		1.547750E+07		0.168911		2.84504		529.639		6.966330E+06		526.892	
00:00:40:850		6.832600E+06		100.043		35.7467		0.0011358		0.000378548		309.854	00:00:40:850		1.547750E+07		0.168921		2.84499		529.639		6.966330E+06		526.893	
00:00:40:750		6.832600E+06		100.043		35.7467		0.0011358		0.000378548		309.854	00:00:40:750		1.547750E+07		0.168931		2.84495		529.639		6.966320E+06		526.894	
00:00:40:649		6.832590E+06		100.043		35.7503		0.00102954		0.000376197		309.854	00:00:40:649		1.547750E+07		0.16894		2.8449		529.639		6.966320E+06		526.895	
00:00:40:549		6.832590E+06		100.043		35.7503		0.00102954		0.000376197		309.854	00:00:40:549		1.547750E+07		0.16895		2.8449		529.639		6.966310E+06		526.896	
00:00:40:450		6.832590E+06		100.043		35.754		0.000923295		0.000373846		309.854	00:00:40:450		1.547750E+07		0.16896		2.84486		529.639		6.966310E+06		526.896	
00:00:40:350		6.832580E+06		100.043		35.754		0.000923295		0.000373846		309.854	00:00:40:350		1.547750E+07		0.16897		2.84482		529.639		6.966310E+06		526.896	
00:00:40:250		6.832580E+06		100.043		35.754		0.000923295		0.000373846		309.854	00:00:40:250		1.547750E+07		0.168979		2.84477		529.639		6.966300E+06		526.898	
00:00:40:149		6.832570E+06		100.043		35.7576		0.000923294		0.000371495		309.854	00:00:40:149		1.547750E+07		0.168989		2.84477		529.641		6.966300E+06		526.893	
00:00:40:049		6.832570E+06		100.043		35.7576		0.000923294		0.000371495		309.854	00:00:40:049		1.547750E+07		0.168998		2.84473		529.641		6.966290E+06		526.903	
00:00:39:950		6.832560E+06		100.043		35.7613		0.000923294		0.000369143		309.854	00:00:39:950		1.547750E+07		0.169008		2.84468		529.641		6.966290E+06		526.895	
00:00:39:850		6.832560E+06		100.043		35.7613		0.000923294		0.000369143		309.854	00:00:39:850		1.547750E+07		0.169018		2.84464		529.641		6.966290E+06		526.912	
00:00:39:750		6.832560E+06		100.043		35.7613		0.000923294		0.000369143		309.854	00:00:39:750		1.547750E+07		0.169028		2.8446		529.641		6.966280E+06		526.904	
00:00:39:649		6.832550E+06		100.043		35.7649		0.000827221		0.000366792		309.854	00:00:39:649		1.547750E+07		0.169037		2.84455		529.641		6.966280E+06		526.905	
00:00:39:549		6.832550E+06		100.043		35.7649		0.000827221		0.000366792		309.854	00:00:39:549		1.547750E+07		0.169047		2.84455		529.641		6.966280E+06		526.906	
00:00:39:450		6.832540E+06		100.043		35.7686		0.000731156		0.000364441		309.854	00:00:39:450		1.547750E+07		0.169057		2.84451		529.641		6.966270E+06		526.907	
00:00:39:450		6.832540E+06		100.043		35.7686		0.000731156		0.000364441		309.854	00:00:39:450		1.547750E+07		0.169057		2.84451		529.641		6.966270E+06		526.907	
00:00:39:200		6.832530E+06		100.044		35.7723		0.000731159		0.00036209		309.854	00:00:39:200		1.547750E+07		0.169082		2.84438		529.641		6.966260E+06		526.908	
00:00:39:200		6.832530E+06		100.044		35.7723		0.000731159		0.00036209		309.854	00:00:39:200		1.547750E+07		0.169082		2.84438		529.641		6.966260E+06		526.908	
00:00:39:100		6.832530E+06		100.044		35.7723		0.000731159		0.00036209		309.854	00:00:39:100		1.547750E+07		0.169092		2.84434		529.641		6.966260E+06		526.909	
00:00:39:000		6.832520E+06		100.044		35.7723		0.000731159		0.00036209		309.854	00:00:39:000		1.547750E+07		0.169102		2.84434		529.643		6.966260E+06		526.917	
00:00:38:899		6.832520E+06		100.044		35.776		0.000731159		0.000359739		309.854	00:00:38:899		1.547750E+07		0.169112		2.84434		529.643		6.966250E+06		526.9	
00:00:38:700		6.832510E+06		100.044		35.7797		0.000731159		0.000357388		309.854	00:00:38:700		1.547750E+07		0.169132		2.84425		529.643		6.966250E+06		526.911	
00:00:38:700		6.832510E+06		100.044		35.7797		0.000731159		0.000357388		309.854	00:00:38:700		1.547750E+07		0.169132		2.84425		529.643		6.966250E+06		526.911	
00:00:38:600		6.832510E+06		100.044		35.7797		0.000731159		0.000357388		309.854	00:00:38:600		1.547750E+07		0.169142		2.84421		529.643		6.966240E+06		526.917	
00:00:38:399		6.832500E+06		100.044		35.7834		0.000731158		0.000355036		309.853	00:00:38:399		1.547750E+07		0.169162		2.84416		529.643		6.966230E+06		526.913	
00:00:38:399		6.832500E+06		100.044		35.7834		0.000731158		0.000355036		309.853	00:00:38:399		1.547750E+07		0.169162		2.84416		529.643		6.966230E+06		526.913	
00:00:38:200		6.832490E+06		100.044		35.7871		0.000731158		0.000352685		309.853	00:00:38:200		1.547750E+07		0.169182		2.84412		529.643		6.966230E+06		526.916	
00:00:38:200		6.832490E+06		100.044		35.7871		0.000731158		0.000352685		309.853	00:00:38:200		1.547750E+07		0.169182		2.84412		529.643		6.966230E+06		526.916	
00:00:38:100		6.832490E+06		100.044		35.7871		0.000731158		0.000352685		309.853	00:00:38:100		1.547750E+07		0.169192		2.84408		529.643		6.966220E+06		526.917	
00:00:38:000		6.832490E+06		100.044		35.7871		0.000731158		0.000352685		309.853	00:00:38:000		1.547750E+07		0.169202		2.84403		529.643		6.966220E+06		526.917	
00:00:37:899		6.832480E+06		100.044		35.7908		0.000731158		0.000350334		309.853	00:00:37:899		1.547750E+07		0.169213		2.84399		529.645		6.966220E+06		526.923	
00:00:37:799		6.832480E+06		100.044		35.7908		0.000731158		0.000350334		309.853	00:00:37:799		1.547750E+07		0.169223		2.84399		529.645		6.966210E+06		526.919	
00:00:37:700		6.832470E+06		100.044		35.7945		0.000731158		0.000347983		309.853	00:00:37:700		1.547750E+07		0.169233		2.84395		529.643		6.966210E+06		526.919	
00:00:37:600		6.832470E+06		100.044		35.7945		0.000731158		0.000347983		309.853	00:00:37:600		1.547750E+07		0.169243		2.8439		529.643		6.966210E+06		526.918	
00:00:37:500		6.832470E+06		100.045		35.7945		0.000731158		0.000347983		309.853	00:00:37:500		1.547750E+07		0.169253		2.84386		529.645		6.966200E+06		526.921	
00:00:37:399		6.832460E+06		100.045		35.7982		0.000731163		0.000345632		309.853	00:00:37:399		1.547750E+07		0.169264		2.84382		529.645		6.966200E+06		526.92	
00:00:37:200		6.832460E+06		100.045		35.802		0.000731166		0.00034328		309.853	00:00:37:200		1.547760E+07		0.169284		2.84377		529.645		6.966190E+06		526.922	
00:00:37:200		6.832460E+06		100.045		35.802		0.000731166		0.00034328		309.853	00:00:37:200		1.547760E+07		0.169284		2.84377		529.645		6.966190E+06		526.922	
00:00:37:100		6.832450E+06		100.045		35.802		0.000731166		0.00034328		309.853	00:00:37:100		1.547760E+07		0.169295		2.84378		529.645		6.966190E+06		526.922	
00:00:37:000		6.832450E+06		100.045		35.802		0.000731166		0.00034328		309.853	00:00:37:000		1.547760E+07		0.169305		2.84373		529.645		6.966190E+06		526.923	
00:00:36:899		6.832440E+06		100.045		35.8057		0.000731166		0.000340929		309.853	00:00:36:899		1.547760E+07		0.169316		2.84369		529.645		6.966180E+06		526.93	
00:00:36:799		6.832440E+06		100.045		35.8057		0.000731166		0.000340929		309.853	00:00:36:799		1.547760E+07		0.169326		2.84365		529.645		6.966180E+06		526.926	
00:00:36:649		6.832440E+06		100.045		35.8095		0.000731165		0.000338578		309.853	00:00:36:649		1.547760E+07		0.169342		2.8436		529.647		6.966180E+06		526.926	
00:00:36:549		6.832430E+06		100.045		35.8095		0.000731165		0.000338578		309.853	00:00:36:549		1.547760E+07		0.169353		2.84356		529.647		6.966170E+06		526.927	
00:00:36:450		6.832430E+06		100.045		35.8132		0.000731165		0.000336227		309.853	00:00:36:450		1.547760E+07		0.169363		2.84356		529.647		6.966170E+06		526.926	
00:00:36:350		6.832430E+06		100.045		35.8132		0.000731165		0.000336227		309.853	00:00:36:350		1.547760E+07		0.169374		2.84352		529.647		6.966170E+06		526.933	
00:00:36:299		6.832420E+06		100.045		35.8132		0.000731165		0.000336227		309.853	00:00:36:299		1.547760E+07		0.169379		2.84352		529.647		6.966160E+06		526.929	
00:00:36:149		6.832420E+06		100.045		35.817		0.00073117		0.000333876		309.853	00:00:36:149		1.547760E+07		0.169395		2.84348		529.647		6.966160E+06		526.928	
00:00:36:049		6.832410E+06		100.045		35.817		0.00073117		0.000333876		309.853	00:00:36:049		1.547760E+07		0.169405		2.84343		529.649		6.966160E+06		526.931	
00:00:35:950		6.832410E+06		100.046		35.8207		0.000666967		0.000331525		309.853	00:00:35:950		1.547760E+07		0.169416		2.84339		529.649		6.966150E+06		526.932	
00:00:35:850		6.832410E+06		100.046		35.8207		0.000666967		0.000331525		309.853	00:00:35:850		1.547760E+07		0.169426		2.84335		529.649		6.966150E+06		526.931	
00:00:35:750		6.832400E+06		100.046		35.8207		0.000666967		0.000331525		309.853	00:00:35:750		1.547760E+07		0.169437		2.84335		529.649		6.966150E+06		526.931	
00:00:35:649		6.832400E+06		100.046		35.8245		0.000602769		0.000329173		309.853	00:00:35:649		1.547760E+07		0.169448		2.8433		529.649		6.966140E+06		526.925	
00:00:35:549		6.832400E+06		100.046		35.8245		0.000602769		0.000329173		309.853	00:00:35:549		1.547760E+07		0.169458		2.84326		529.649		6.966140E+06		526.945	
00:00:35:450		6.832390E+06		100.046		35.8283		0.000542188		0.000326822		309.853	00:00:35:450		1.547760E+07		0.169469		2.84326		529.649		6.966140E+06		526.933	
00:00:35:350		6.832390E+06		100.046		35.8283		0.000542188		0.000326822		309.853	00:00:35:350		1.547760E+07		0.169479		2.84322		529.649		6.966130E+06		526.934	
00:00:35:250		6.832390E+06		100.046		35.8283		0.000542188		0.000326822		309.853	00:00:35:250		1.547760E+07		0.16949		2.84313		529.65		6.966130E+06		526.934	
00:00:35:149		6.832380E+06		100.046		35.8321		0.000481607		0.000324471		309.853	00:00:35:149		1.547760E+07		0.169501		2.84313		529.65		6.966130E+06		526.936	
00:00:35:049		6.832380E+06		100.046		35.8321		0.000481607		0.000324471		309.853	00:00:35:049		1.547760E+07		0.169512		2.84313		529.65		6.966130E+06		526.936	
00:00:34:950		6.832380E+06		100.046		35.8359		0.000481607		0.00032212		309.853	00:00:34:950		1.547760E+07		0.169522		2.84309		529.65		6.966120E+06		526.936	
00:00:34:850		6.832370E+06		100.046		35.8359		0.000481607		0.00032212		309.853	00:00:34:850		1.547760E+07		0.169533		2.84309		529.65		6.966120E+06		526.935	
00:00:34:750		6.832370E+06		100.046		35.8359		0.000481607		0.00032212		309.853	00:00:34:750		1.547760E+07		0.169544		2.84305		529.65		6.966120E+06		526.937	
00:00:34:649		6.832370E+06		100.046		35.8397		0.000481606		0.000319769		309.853	00:00:34:649		1.547760E+07		0.169555		2.84301		529.65		6.966110E+06		526.937	
00:00:34:549		6.832360E+06		100.046		35.8397		0.000481606		0.000319769		309.853	00:00:34:549		1.547760E+07		0.169565		2.84296		529.652		6.966110E+06		526.937	
