time 		gpv001pnt10113ppntm		evf507ety101mpzoyout		chtcon(1)		chavg(1)		chlhsumpa		rcptavgn	time 		rcpppzr		rcp054rcp007mnzoyout		rcv501std0102fvol		fwfrcp001gv		rcppmssga		msfsg(1)	
00:00:34:450		6.832360E+06		100.047		35.8435		0.000481606		0.000317417		309.853	00:00:34:450		1.547760E+07		0.169576		2.84296		529.652		6.966110E+06		526.938	
00:00:34:350		6.832360E+06		100.047		35.8435		0.000481606		0.000317417		309.853	00:00:34:350		1.547760E+07		0.169587		2.84288		529.652		6.966100E+06		526.938	
00:00:34:200		6.832350E+06		100.047		35.8473		0.000481609		0.000315066		309.853	00:00:34:200		1.547760E+07		0.169603		2.84288		529.652		6.966100E+06		526.937	
00:00:34:200		6.832350E+06		100.047		35.8473		0.000481609		0.000315066		309.853	00:00:34:200		1.547760E+07		0.169603		2.84288		529.652		6.966100E+06		526.937	
00:00:34:049		6.832350E+06		100.047		35.8473		0.000481609		0.000315066		309.853	00:00:34:049		1.547760E+07		0.16962		2.84279		529.652		6.966090E+06		526.925	
00:00:33:950		6.832340E+06		100.047		35.8511		0.000481614		0.000312715		309.853	00:00:33:950		1.547760E+07		0.169631		2.8428		529.652		6.966090E+06		526.94	
00:00:33:850		6.832340E+06		100.047		35.8511		0.000481614		0.000312715		309.853	00:00:33:850		1.547760E+07		0.169641		2.84275		529.652		6.966090E+06		526.94	
00:00:33:750		6.832340E+06		100.047		35.8511		0.000481614		0.000312715		309.853	00:00:33:750		1.547760E+07		0.169652		2.84271		529.654		6.966090E+06		526.941	
00:00:33:649		6.832330E+06		100.047		35.8549		0.000432758		0.000310364		309.853	00:00:33:649		1.547760E+07		0.169663		2.84267		529.654		6.966080E+06		526.941	
00:00:33:549		6.832330E+06		100.047		35.8549		0.000432758		0.000310364		309.853	00:00:33:549		1.547760E+07		0.169674		2.84267		529.654		6.966080E+06		526.942	
00:00:33:450		6.832330E+06		100.047		35.8587		0.000383904		0.000308013		309.853	00:00:33:450		1.547760E+07		0.169684		2.84263		529.654		6.966080E+06		526.942	
00:00:33:350		6.832330E+06		100.047		35.8587		0.000383904		0.000308013		309.853	00:00:33:350		1.547760E+07		0.169695		2.84263		529.654		6.966070E+06		526.942	
00:00:33:200		6.832320E+06		100.047		35.8626		0.000338155		0.000305662		309.853	00:00:33:200		1.547770E+07		0.169712		2.84254		529.656		6.966070E+06		526.942	
00:00:33:200		6.832320E+06		100.047		35.8626		0.000338155		0.000305662		309.853	00:00:33:200		1.547770E+07		0.169712		2.84254		529.656		6.966070E+06		526.942	
00:00:33:100		6.832320E+06		100.047		35.8626		0.000338155		0.000305662		309.853	00:00:33:100		1.547770E+07		0.169723		2.8425		529.656		6.966070E+06		526.942	
00:00:33:000		6.832320E+06		100.047		35.8626		0.000338155		0.000305662		309.853	00:00:33:000		1.547770E+07		0.169734		2.84254		529.656		6.966060E+06		526.943	
00:00:32:899		6.832310E+06		100.047		35.8664		0.000292408		0.00030331		309.853	00:00:32:899		1.547770E+07		0.169744		2.84255		529.656		6.966060E+06		526.943	
00:00:32:799		6.832310E+06		100.047		35.8664		0.000292408		0.00030331		309.853	00:00:32:799		1.547770E+07		0.169756		2.84246		529.656		6.966060E+06		526.943	
00:00:32:700		6.832310E+06		100.048		35.8702		0.000292409		0.000300959		309.853	00:00:32:700		1.547770E+07		0.169766		2.84242		529.656		6.966060E+06		526.943	
00:00:32:600		6.832300E+06		100.048		35.8702		0.000292409		0.000300959		309.853	00:00:32:600		1.547770E+07		0.169777		2.84237		529.656		6.966050E+06		526.938	
00:00:32:500		6.832300E+06		100.048		35.8702		0.000292409		0.000300959		309.853	00:00:32:500		1.547770E+07		0.169788		2.84237		529.658		6.966050E+06		526.943	
00:00:32:299		6.832290E+06		100.048		35.8741		0.00025106		0.000298608		309.853	00:00:32:299		1.547770E+07		0.16981		2.84233		529.658		6.966050E+06		526.945	
00:00:32:200		6.832290E+06		100.048		35.8779		0.000209713		0.000296257		309.853	00:00:32:200		1.547770E+07		0.169821		2.84229		529.658		6.966040E+06		526.945	
00:00:32:200		6.832290E+06		100.048		35.8779		0.000209713		0.000296257		309.853	00:00:32:200		1.547770E+07		0.169821		2.84229		529.658		6.966040E+06		526.945	
00:00:32:100		6.832290E+06		100.048		35.8779		0.000209713		0.000296257		309.853	00:00:32:100		1.547770E+07		0.169832		2.84225		529.66		6.966040E+06		526.945	
00:00:32:000		6.832290E+06		100.048		35.8779		0.000209713		0.000296257		309.853	00:00:32:000		1.547770E+07		0.169843		2.84225		529.66		6.966040E+06		526.945	
00:00:31:899		6.832280E+06		100.048		35.8818		0.000209714		0.000293906		309.853	00:00:31:899		1.547770E+07		0.169854		2.84225		529.66		6.966030E+06		526.945	
00:00:31:800		6.832280E+06		100.048		35.8818		0.000209714		0.000293906		309.853	00:00:31:800		1.547770E+07		0.169866		2.84221		529.66		6.966030E+06		526.946	
00:00:31:699		6.832280E+06		100.048		35.8857		0.000209715		0.000291554		309.853	00:00:31:699		1.547770E+07		0.169876		2.84217		529.66		6.966030E+06		526.945	
00:00:31:600		6.832280E+06		100.048		35.8857		0.000209715		0.000291554		309.853	00:00:31:600		1.547770E+07		0.169887		2.84212		529.661		6.966030E+06		526.946	
00:00:31:500		6.832270E+06		100.048		35.8857		0.000209715		0.000291554		309.853	00:00:31:500		1.547770E+07		0.169899		2.84213		529.661		6.966020E+06		526.945	
00:00:31:300		6.832270E+06		100.048		35.8895		0.000173862		0.000289203		309.853	00:00:31:300		1.547770E+07		0.16992		2.84204		529.663		6.966020E+06		526.944	
00:00:31:199		6.832270E+06		100.049		35.8934		0.000138011		0.000286852		309.853	00:00:31:199		1.547770E+07		0.169931		2.842		529.663		6.966020E+06		526.938	
00:00:31:199		6.832270E+06		100.049		35.8934		0.000138011		0.000286852		309.853	00:00:31:199		1.547770E+07		0.169931		2.842		529.663		6.966020E+06		526.938	
00:00:31:050		6.832260E+06		100.049		35.8934		0.000138011		0.000286852		309.853	00:00:31:050		1.547770E+07		0.169948		2.84196		529.663		6.966010E+06		526.947	
00:00:30:949		6.832260E+06		100.049		35.8973		0.000138013		0.000284501		309.853	00:00:30:949		1.547770E+07		0.169959		2.84196		529.663		6.966010E+06		526.946	
00:00:30:850		6.832260E+06		100.049		35.8973		0.000138013		0.000284501		309.853	00:00:30:850		1.547770E+07		0.16997		2.84192		529.663		6.966010E+06		526.946	
00:00:30:750		6.832250E+06		100.049		35.8973		0.000138013		0.000284501		309.853	00:00:30:750		1.547770E+07		0.169981		2.84192		529.665		6.966000E+06		526.946	
00:00:30:649		6.832250E+06		100.049		35.9012		0.000138013		0.00028215		309.853	00:00:30:649		1.547770E+07		0.169991		2.84188		529.665		6.966000E+06		526.946	
00:00:30:550		6.832250E+06		100.049		35.9012		0.000138013		0.00028215		309.853	00:00:30:550		1.547770E+07		0.170002		2.84183		529.665		6.966000E+06		526.944	
00:00:30:449		6.832250E+06		100.049		35.9051		0.000138014		0.000279799		309.853	00:00:30:449		1.547770E+07		0.170013		2.84184		529.665		6.966000E+06		526.944	
00:00:30:350		6.832240E+06		100.049		35.9051		0.000138014		0.000279799		309.853	00:00:30:350		1.547770E+07		0.170024		2.84184		529.667		6.965990E+06		526.938	
00:00:30:250		6.832240E+06		100.049		35.9051		0.000138014		0.000279799		309.853	00:00:30:250		1.547770E+07		0.170035		2.84179		529.667		6.965990E+06		526.946	
00:00:30:149		6.832240E+06		100.049		35.909		0.000138015		0.000277447		309.853	00:00:30:149		1.547770E+07		0.170046		2.84175		529.667		6.965990E+06		526.946	
00:00:30:050		6.832230E+06		100.049		35.909		0.000138015		0.000277447		309.852	00:00:30:050		1.547770E+07		0.170057		2.84171		529.667		6.965990E+06		526.945	
00:00:29:949		6.832230E+06		100.049		35.9129		0.000138015		0.000275096		309.852	00:00:29:949		1.547770E+07		0.170068		2.84171		529.669		6.965980E+06		526.945	
00:00:29:850		6.832230E+06		100.049		35.9129		0.000138015		0.000275096		309.852	00:00:29:850		1.547780E+07		0.170079		2.84171		529.669		6.965980E+06		526.944	
00:00:29:750		6.832230E+06		100.05		35.9129		0.000138015		0.000275096		309.852	00:00:29:750		1.547780E+07		0.17009		2.84167		529.669		6.965980E+06		526.944	
00:00:29:649		6.832230E+06		100.05		35.9168		0.000138016		0.000272745		309.852	00:00:29:649		1.547780E+07		0.170101		2.84167		529.669		6.965980E+06		526.943	
00:00:29:550		6.832220E+06		100.05		35.9168		0.000138016		0.000272745		309.852	00:00:29:550		1.547780E+07		0.170112		2.84163		529.671		6.965970E+06		526.942	
00:00:29:449		6.832220E+06		100.05		35.9208		0.000138016		0.000270394		309.852	00:00:29:449		1.547780E+07		0.170123		2.84159		529.671		6.965970E+06		526.948	
00:00:29:350		6.832220E+06		100.05		35.9208		0.000138016		0.000270394		309.852	00:00:29:350		1.547780E+07		0.170134		2.84155		529.671		6.965970E+06		526.937	
00:00:29:250		6.832210E+06		100.05		35.9208		0.000138016		0.000270394		309.852	00:00:29:250		1.547780E+07		0.170145		2.84155		529.672		6.965970E+06		526.944	
00:00:29:149		6.832210E+06		100.05		35.9247		0.000138016		0.000268043		309.852	00:00:29:149		1.547780E+07		0.170155		2.84155		529.672		6.965960E+06		526.934	
00:00:29:050		6.832210E+06		100.05		35.9247		0.000138016		0.000268043		309.852	00:00:29:050		1.547780E+07		0.170166		2.84151		529.672		6.965960E+06		526.934	
00:00:28:949		6.832210E+06		100.05		35.9286		0.000138016		0.000265691		309.852	00:00:28:949		1.547780E+07		0.170177		2.84151		529.674		6.965960E+06		526.947	
00:00:28:850		6.832210E+06		100.05		35.9286		0.000138016		0.000265691		309.852	00:00:28:850		1.547780E+07		0.170188		2.84147		529.674		6.965960E+06		526.936	
00:00:28:750		6.832200E+06		100.05		35.9326		0.000138016		0.00026334		309.852	00:00:28:750		1.547780E+07		0.170199		2.84142		529.674		6.965950E+06		526.943	
00:00:28:750		6.832200E+06		100.05		35.9326		0.000138016		0.00026334		309.852	00:00:28:750		1.547780E+07		0.170199		2.84142		529.674		6.965950E+06		526.943	
00:00:28:600		6.832200E+06		100.05		35.9326		0.000138016		0.00026334		309.852	00:00:28:600		1.547780E+07		0.170215		2.84143		529.676		6.965950E+06		526.941	
00:00:28:500		6.832200E+06		100.05		35.9326		0.000138016		0.00026334		309.852	00:00:28:500		1.547780E+07		0.170226		2.84138		529.676		6.965950E+06		526.94	
00:00:28:399		6.832200E+06		100.05		35.9365		0.000138016		0.000260989		309.852	00:00:28:399		1.547780E+07		0.170236		2.84134		529.676		6.965940E+06		526.94	
00:00:28:199		6.832190E+06		100.051		35.9404		0.000138016		0.000258638		309.852	00:00:28:199		1.547780E+07		0.170258		2.84135		529.678		6.965940E+06		526.934	
00:00:28:199		6.832190E+06		100.051		35.9404		0.000138016		0.000258638		309.852	00:00:28:199		1.547780E+07		0.170258		2.84135		529.678		6.965940E+06		526.934	
00:00:28:100		6.832190E+06		100.051		35.9404		0.000138016		0.000258638		309.852	00:00:28:100		1.547780E+07		0.170269		2.8413		529.678		6.965940E+06		526.941	
00:00:28:000		6.832180E+06		100.051		35.9404		0.000138016		0.000258638		309.852	00:00:28:000		1.547780E+07		0.17028		2.8413		529.68		6.965930E+06		526.94	
00:00:27:899		6.832180E+06		100.051		35.9444		0.000138016		0.000256286		309.852	00:00:27:899		1.547780E+07		0.17029		2.84126		529.68		6.965930E+06		526.939	
00:00:27:800		6.832180E+06		100.051		35.9444		0.000138016		0.000256286		309.852	00:00:27:800		1.547780E+07		0.170301		2.84126		529.682		6.965930E+06		526.939	
00:00:27:699		6.832180E+06		100.051		35.9484		0.000138016		0.000253935		309.852	00:00:27:699		1.547780E+07		0.170311		2.84122		529.682		6.965930E+06		526.938	
00:00:27:600		6.832180E+06		100.051		35.9484		0.000138016		0.000253935		309.852	00:00:27:600		1.547780E+07		0.170322		2.84122		529.684		6.965920E+06		526.937	
00:00:27:500		6.832170E+06		100.051		35.9484		0.000138016		0.000253935		309.852	00:00:27:500		1.547780E+07		0.170333		2.84118		529.684		6.965920E+06		526.936	
00:00:27:300		6.832170E+06		100.051		35.9523		0.000138015		0.000251584		309.852	00:00:27:300		1.547780E+07		0.170354		2.84119		529.684		6.965920E+06		526.931	
00:00:27:199		6.832170E+06		100.051		35.9563		0.000138015		0.000249233		309.852	00:00:27:199		1.547780E+07		0.170365		2.84119		529.685		6.965910E+06		526.938	
00:00:27:199		6.832170E+06		100.051		35.9563		0.000138015		0.000249233		309.852	00:00:27:199		1.547780E+07		0.170365		2.84119		529.685		6.965910E+06		526.938	
00:00:27:100		6.832160E+06		100.051		35.9563		0.000138015		0.000249233		309.852	00:00:27:100		1.547780E+07		0.170375		2.84114		529.685		6.965910E+06		526.937	
00:00:27:000		6.832160E+06		100.051		35.9563		0.000138015		0.000249233		309.852	00:00:27:000		1.547780E+07		0.170385		2.8411		529.687		6.965910E+06		526.936	
00:00:26:899		6.832160E+06		100.051		35.9603		0.000138015		0.000246882		309.852	00:00:26:899		1.547780E+07		0.170396		2.8411		529.687		6.965910E+06		526.936	
00:00:26:800		6.832160E+06		100.051		35.9603		0.000138015		0.000246882		309.852	00:00:26:800		1.547790E+07		0.170407		2.84106		529.687		6.965900E+06		526.935	
00:00:26:699		6.832160E+06		100.051		35.9643		0.000138015		0.00024453		309.852	00:00:26:699		1.547790E+07		0.170417		2.84111		529.689		6.965900E+06		526.934	
00:00:26:600		6.832150E+06		100.051		35.9643		0.000138015		0.00024453		309.852	00:00:26:600		1.547790E+07		0.170428		2.84107		529.689		6.965900E+06		526.933	
00:00:26:500		6.832150E+06		100.052		35.9643		0.000138015		0.00024453		309.852	00:00:26:500		1.547790E+07		0.170438		2.84102		529.689		6.965900E+06		526.932	
00:00:26:399		6.832150E+06		100.052		35.9683		0.000138015		0.000242179		309.852	00:00:26:399		1.547790E+07		0.170449		2.84098		529.691		6.965890E+06		526.932	
00:00:26:199		6.832140E+06		100.052		35.9723		0.000124293		0.000239828		309.852	00:00:26:199		1.547790E+07		0.170469		2.84094		529.691		6.965890E+06		526.93	
00:00:26:199		6.832140E+06		100.052		35.9723		0.000124293		0.000239828		309.852	00:00:26:199		1.547790E+07		0.170469		2.84094		529.691		6.965890E+06		526.93	
00:00:26:100		6.832140E+06		100.052		35.9723		0.000124293		0.000239828		309.852	00:00:26:100		1.547790E+07		0.17048		2.84094		529.693		6.965890E+06		526.929	
00:00:26:000		6.832140E+06		100.052		35.9723		0.000124293		0.000239828		309.852	00:00:26:000		1.547790E+07		0.17049		2.84099		529.693		6.965880E+06		526.928	
00:00:25:899		6.832140E+06		100.052		35.9763		0.000110572		0.000237477		309.852	00:00:25:899		1.547790E+07		0.170501		2.84094		529.695		6.965880E+06		526.927	
00:00:25:800		6.832140E+06		100.052		35.9763		0.000110572		0.000237477		309.852	00:00:25:800		1.547790E+07		0.170511		2.84095		529.695		6.965880E+06		526.925	
00:00:25:699		6.832140E+06		100.052		35.9804		0.000110572		0.000235126		309.852	00:00:25:699		1.547790E+07		0.170522		2.8409		529.695		6.965880E+06		526.931	
00:00:25:600		6.832140E+06		100.052		35.9804		0.000110572		0.000235126		309.852	00:00:25:600		1.547790E+07		0.170532		2.84086		529.696		6.965870E+06		526.938	
00:00:25:449		6.832130E+06		100.052		35.9844		9.92E-05		0.000232774		309.852	00:00:25:449		1.547790E+07		0.170547		2.84082		529.698		6.965870E+06		526.918	
00:00:25:300		6.832120E+06		100.052		35.9844		9.92E-05		0.000232774		309.852	00:00:25:300		1.547790E+07		0.170562		2.84082		529.7		6.965870E+06		526.926	
00:00:25:199		6.832120E+06		100.052		35.9884		8.78E-05		0.000230423		309.852	00:00:25:199		1.547790E+07		0.170573		2.84078		529.7		6.965860E+06		526.925	
00:00:25:199		6.832120E+06		100.052		35.9884		8.78E-05		0.000230423		309.852	00:00:25:199		1.547790E+07		0.170573		2.84078		529.7		6.965860E+06		526.925	
00:00:25:100		6.832120E+06		100.052		35.9884		8.78E-05		0.000230423		309.852	00:00:25:100		1.547790E+07		0.170582		2.84083		529.7		6.965860E+06		526.924	
00:00:24:949		6.832120E+06		100.053		35.9925		7.78E-05		0.000228072		309.852	00:00:24:949		1.547790E+07		0.170598		2.84083		529.702		6.965860E+06		526.922	
00:00:24:899		6.832120E+06		100.053		35.9925		7.78E-05		0.000228072		309.852	00:00:24:899		1.547790E+07		0.170603		2.84083		529.704		6.965860E+06		526.922	
00:00:24:800		6.832110E+06		100.053		35.9925		7.78E-05		0.000228072		309.852	00:00:24:800		1.547790E+07		0.170613		2.84079		529.704		6.965850E+06		526.921	
00:00:24:649		6.832110E+06		100.053		35.9966		5.85E-05		0.000225721		309.852	00:00:24:649		1.547790E+07		0.170628		2.84075		529.706		6.965850E+06		526.92	
00:00:24:550		6.832110E+06		100.053		35.9966		5.85E-05		0.000225721		309.852	00:00:24:550		1.547790E+07		0.170638		2.84075		529.708		6.965850E+06		526.918	
00:00:24:449		6.832110E+06		100.053		36.0006		4.93E-05		0.000223369		309.852	00:00:24:449		1.547790E+07		0.170649		2.84075		529.708		6.965840E+06		526.917	
00:00:24:250		6.832100E+06		100.053		36.0006		4.93E-05		0.000223369		309.852	00:00:24:250		1.547790E+07		0.170668		2.84071		529.709		6.965840E+06		526.915	
00:00:24:149		6.832100E+06		100.053		36.0047		4.13E-05		0.000221018		309.852	00:00:24:149		1.547790E+07		0.170678		2.84071		529.711		6.965840E+06		526.914	
00:00:24:149		6.832100E+06		100.053		36.0047		4.13E-05		0.000221018		309.852	00:00:24:149		1.547790E+07		0.170678		2.84071		529.711		6.965840E+06		526.914	
00:00:24:050		6.832100E+06		100.053		36.0047		4.13E-05		0.000221018		309.852	00:00:24:050		1.547790E+07		0.170688		2.84067		529.711		6.965830E+06		526.913	
00:00:23:949		6.832100E+06		100.053		36.0088		2.59E-05		0.000218667		309.852	00:00:23:949		1.547790E+07		0.170698		2.84062		529.713		6.965830E+06		526.907	
00:00:23:850		6.832090E+06		100.053		36.0088		2.59E-05		0.000218667		309.852	00:00:23:850		1.547790E+07		0.170708		2.84063		529.715		6.965830E+06		526.913	
00:00:23:750		6.832090E+06		100.053		36.0088		2.59E-05		0.000218667		309.852	00:00:23:750		1.547790E+07		0.170717		2.84063		529.715		6.965830E+06		526.911	
00:00:23:649		6.832090E+06		100.053		36.0129		1.86E-05		0.000216316		309.852	00:00:23:649		1.547790E+07		0.170727		2.84067		529.717		6.965820E+06		526.911	
00:00:23:550		6.832090E+06		100.053		36.0129		1.86E-05		0.000216316		309.852	00:00:23:550		1.547790E+07		0.170737		2.84063		529.719		6.965820E+06		526.91	
00:00:23:449		6.832080E+06		100.054		36.0171		1.86E-05		0.000213965		309.852	00:00:23:449		1.547790E+07		0.170746		2.84059		529.719		6.965820E+06		526.908	
00:00:23:350		6.832080E+06		100.054		36.0171		1.86E-05		0.000213965		309.852	00:00:23:350		1.547800E+07		0.170756		2.84059		529.72		6.965810E+06		526.907	
00:00:23:250		6.832080E+06		100.054		36.0171		1.86E-05		0.000213965		309.852	00:00:23:250		1.547800E+07		0.170766		2.84055		529.72		6.965810E+06		526.905	
00:00:23:149		6.832080E+06		100.054		36.0212		1.86E-05		0.000211613		309.851	00:00:23:149		1.547800E+07		0.170775		2.84055		529.722		6.965810E+06		526.904	
00:00:23:050		6.832080E+06		100.054		36.0212		1.86E-05		0.000211613		309.851	00:00:23:050		1.547800E+07		0.170785		2.8406		529.724		6.965810E+06		526.902	
00:00:22:949		6.832080E+06		100.054		36.0253		1.35E-05		0.000209262		309.851	00:00:22:949		1.547800E+07		0.170795		2.8406		529.724		6.965800E+06		526.901	
00:00:22:850		6.832070E+06		100.054		36.0253		1.35E-05		0.000209262		309.851	00:00:22:850		1.547800E+07		0.170805		2.84055		529.726		6.965800E+06		526.9	
00:00:22:750		6.832070E+06		100.054		36.0253		1.35E-05		0.000209262		309.851	00:00:22:750		1.547800E+07		0.170814		2.84051		529.728		6.965800E+06		526.898	
00:00:22:649		6.832070E+06		100.054		36.0295		8.45E-06		0.000206911		309.851	00:00:22:649		1.547800E+07		0.170824		2.84051		529.728		6.965790E+06		526.896	
00:00:22:550		6.832070E+06		100.054		36.0295		8.45E-06		0.000206911		309.851	00:00:22:550		1.547800E+07		0.170833		2.84051		529.73		6.965790E+06		526.894	
00:00:22:449		6.832060E+06		100.054		36.0337		8.45E-06		0.00020456		309.851	00:00:22:449		1.547800E+07		0.170843		2.84051		529.73		6.965790E+06		526.892	
00:00:22:350		6.832060E+06		100.054		36.0337		8.45E-06		0.00020456		309.851	00:00:22:350		1.547800E+07		0.170852		2.84047		529.731		6.965790E+06		526.891	
00:00:22:250		6.832060E+06		100.054		36.0337		8.45E-06		0.00020456		309.851	00:00:22:250		1.547800E+07		0.170861		2.84052		529.733		6.965780E+06		526.89	
00:00:22:199		6.832060E+06		100.054		36.0337		8.45E-06		0.00020456		309.851	00:00:22:199		1.547800E+07		0.170861		2.84052		529.733		6.965780E+06		526.89	
00:00:22:050		6.832060E+06		100.054		36.0378		8.45E-06		0.000202208		309.851	00:00:22:050		1.547800E+07		0.17088		2.84048		529.735		6.965780E+06		526.875	
00:00:21:949		6.832050E+06		100.055		36.042		8.45E-06		0.000199857		309.851	00:00:21:949		1.547800E+07		0.17089		2.84043		529.737		6.965770E+06		526.887	
00:00:21:850		6.832050E+06		100.055		36.042		8.45E-06		0.000199857		309.851	00:00:21:850		1.547800E+07		0.170899		2.84043		529.737		6.965770E+06		526.888	
00:00:21:750		6.832050E+06		100.055		36.042		8.45E-06		0.000199857		309.851	00:00:21:750		1.547800E+07		0.170909		2.84039		529.739		6.965770E+06		526.887	
00:00:21:649		6.832040E+06		100.055		36.0462		8.45E-06		0.000197506		309.851	00:00:21:649		1.547800E+07		0.170918		2.84035		529.741		6.965760E+06		526.885	
00:00:21:550		6.832040E+06		100.055		36.0462		8.45E-06		0.000197506		309.851	00:00:21:550		1.547800E+07		0.170927		2.84035		529.741		6.965760E+06		526.884	
00:00:21:449		6.832040E+06		100.055		36.0505		6.12E-06		0.000195155		309.851	00:00:21:449		1.547800E+07		0.170937		2.84031		529.742		6.965760E+06		526.877	
00:00:21:350		6.832040E+06		100.055		36.0505		6.12E-06		0.000195155		309.851	00:00:21:350		1.547800E+07		0.170946		2.84035		529.744		6.965750E+06		526.883	
00:00:21:250		6.832030E+06		100.055		36.0505		6.12E-06		0.000195155		309.851	00:00:21:250		1.547800E+07		0.170955		2.84035		529.746		6.965750E+06		526.882	
00:00:21:149		6.832030E+06		100.055		36.0547		3.79E-06		0.000192804		309.851	00:00:21:149		1.547800E+07		0.170964		2.84031		529.746		6.965750E+06		526.881	
00:00:21:050		6.832030E+06		100.055		36.0547		3.79E-06		0.000192804		309.851	00:00:21:050		1.547800E+07		0.170973		2.84027		529.748		6.965750E+06		526.879	
00:00:20:949		6.832030E+06		100.055		36.059		3.79E-06		0.000190452		309.851	00:00:20:949		1.547800E+07		0.170983		2.84031		529.75		6.965740E+06		526.877	
00:00:20:850		6.832020E+06		100.055		36.059		3.79E-06		0.000190452		309.851	00:00:20:850		1.547800E+07		0.170991		2.84027		529.754		6.965740E+06		526.875	
00:00:20:750		6.832020E+06		100.055		36.0632		3.79E-06		0.000190452		309.851	00:00:20:750		1.547800E+07		0.171		2.84023		529.754		6.965740E+06		526.86	
00:00:20:750		6.832020E+06		100.055		36.0632		3.79E-06		0.000190452		309.851	00:00:20:750		1.547800E+07		0.171		2.84023		529.754		6.965740E+06		526.86	
00:00:20:600		6.832020E+06		100.055		36.0632		3.79E-06		0.000188101		309.851	00:00:20:600		1.547800E+07		0.171014		2.84023		529.755		6.965730E+06		526.873	
00:00:20:399		6.832010E+06		100.056		36.0675		2.70E-06		0.00018575		309.851	00:00:20:399		1.547800E+07		0.171032		2.84019		529.759		6.965720E+06		526.872	
00:00:20:399		6.832010E+06		100.056		36.0675		2.70E-06		0.00018575		309.851	00:00:20:399		1.547800E+07		0.171032		2.84019		529.759		6.965720E+06		526.872	
00:00:20:199		6.832010E+06		100.056		36.0718		1.61E-06		0.000183399		309.851	00:00:20:199		1.547800E+07		0.171051		2.84023		529.761		6.965720E+06		526.869	
00:00:20:199		6.832010E+06		100.056		36.0718		1.61E-06		0.000183399		309.851	00:00:20:199		1.547800E+07		0.171051		2.84023		529.761		6.965720E+06		526.869	
00:00:20:149		6.832000E+06		100.056		36.0718		1.61E-06		0.000183399		309.851	00:00:20:149		1.547800E+07		0.171059		2.84019		529.763		6.965710E+06		526.867	
00:00:20:000		6.832000E+06		100.056		36.0718		1.61E-06		0.000183399		309.851	00:00:20:000		1.547800E+07		0.171069		2.84015		529.765		6.965710E+06		526.864	
00:00:19:899		6.832000E+06		100.056		36.0761		1.61E-06		0.000181047		309.851	00:00:19:899		1.547800E+07		0.171077		2.84006		529.765		6.965710E+06		526.871	
00:00:19:699		6.831990E+06		100.056		36.0805		1.13E-06		0.000178696		309.851	00:00:19:699		1.547800E+07		0.171095		2.84011		529.768		6.965700E+06		526.864	
00:00:19:699		6.831990E+06		100.056		36.0805		1.13E-06		0.000178696		309.851	00:00:19:699		1.547800E+07		0.171095		2.84011		529.768		6.965700E+06		526.864	
00:00:19:600		6.831990E+06		100.056		36.0805		1.13E-06		0.000178696		309.851	00:00:19:600		1.547800E+07		0.171104		2.84006		529.77		6.965700E+06		526.862	
00:00:19:500		6.831990E+06		100.056		36.0805		1.13E-06		0.000178696		309.851	00:00:19:500		1.547800E+07		0.171113		2.84002		529.772		6.965690E+06		526.86	
00:00:19:399		6.831980E+06		100.056		36.0848		3.27E-07		0.000176345		309.851	00:00:19:399		1.547800E+07		0.171122		2.83998		529.774		6.965690E+06		526.853	
00:00:19:199		6.831980E+06		100.056		36.0892		0		0.000173994		309.851	00:00:19:199		1.547800E+07		0.171139		2.83993		529.776		6.965680E+06		526.859	
00:00:19:199		6.831980E+06		100.056		36.0892		0		0.000173994		309.851	00:00:19:199		1.547800E+07		0.171139		2.83993		529.776		6.965680E+06		526.859	
00:00:19:100		6.831970E+06		100.056		36.0892		0		0.000173994		309.851	00:00:19:100		1.547800E+07		0.171148		2.83989		529.777		6.965680E+06		526.857	
00:00:19:000		6.831970E+06		100.057		36.0892		0		0.000173994		309.851	00:00:19:000		1.547800E+07		0.171157		2.83989		529.779		6.965680E+06		526.856	
00:00:18:899		6.831970E+06		100.057		36.0936		0		0.000171642		309.851	00:00:18:899		1.547800E+07		0.171166		2.83985		529.781		6.965670E+06		526.855	
00:00:18:800		6.831970E+06		100.057		36.0936		0		0.000171642		309.851	00:00:18:800		1.547800E+07		0.171175		2.8398		529.783		6.965670E+06		526.855	
00:00:18:699		6.831960E+06		100.057		36.0979		0		0.000169291		309.851	00:00:18:699		1.547800E+07		0.171184		2.83976		529.783		6.965670E+06		526.854	
00:00:18:500		6.831960E+06		100.057		36.0979		0		0.000169291		309.851	00:00:18:500		1.547800E+07		0.171192		2.83972		529.785		6.965660E+06		526.853	
00:00:18:500		6.831960E+06		100.057		36.0979		0		0.000169291		309.85	00:00:18:500		1.547800E+07		0.171201		2.83967		529.787		6.965660E+06		526.851	
00:00:18:300		6.831950E+06		100.057		36.1024		0		0.00016694		309.85	00:00:18:300		1.547810E+07		0.171218		2.83968		529.79		6.965650E+06		526.849	
00:00:18:149		6.831950E+06		100.057		36.1068		0		0.000164589		309.85	00:00:18:149		1.547810E+07		0.171231		2.83963		529.792		6.965650E+06		526.847	
00:00:18:149		6.831950E+06		100.057		36.1068		0		0.000164589		309.85	00:00:18:149		1.547810E+07		0.171231		2.83963		529.792		6.965650E+06		526.847	
00:00:18:050		6.831940E+06		100.057		36.1068		0		0.000164589		309.85	00:00:18:050		1.547810E+07		0.171239		2.83955		529.794		6.965640E+06		526.845	
